,Domain,Phylum,Class,Order,Family,Genus
ASV_1900,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,Tepidisphaeraceae,Tepidisphaera
ASV_1930,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,Tepidisphaeraceae,Unclassified
ASV_2125,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101_soil_group,Unclassified
ASV_2178,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101_soil_group,Unclassified
ASV_2210,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101_soil_group,Unclassified
ASV_2332,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101_soil_group,Unclassified
ASV_2379,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101_soil_group,Unclassified
ASV_2407,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101_soil_group,Unclassified
ASV_2471,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101_soil_group,Unclassified
ASV_2483,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101_soil_group,Unclassified
ASV_2566,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101_soil_group,Unclassified
ASV_2637,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101_soil_group,Unclassified
ASV_2697,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101_soil_group,Unclassified
ASV_2887,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101_soil_group,Unclassified
ASV_2941,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101_soil_group,Unclassified
ASV_3015,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,Tepidisphaeraceae,Unclassified
ASV_3033,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101_soil_group,Unclassified
ASV_3254,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101_soil_group,Unclassified
ASV_3263,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,Tepidisphaeraceae,Tepidisphaera
ASV_3311,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,Tepidisphaeraceae,Tepidisphaera
ASV_3328,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101_soil_group,Unclassified
ASV_3543,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101_soil_group,Unclassified
ASV_3606,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,Tepidisphaeraceae,Unclassified
ASV_3945,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101_soil_group,Unclassified
ASV_4067,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101_soil_group,Unclassified
ASV_4160,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,WD2101_soil_group,Unclassified
ASV_4548,Bacteria,Planctomycetota,Phycisphaerae,Tepidisphaerales,Unclassified,Unclassified
ASV_504,Bacteria,Planctomycetota,OM190,Unclassified,Unclassified,Unclassified
ASV_1041,Bacteria,Planctomycetota,OM190,Unclassified,Unclassified,Unclassified
ASV_1460,Bacteria,Planctomycetota,OM190,Unclassified,Unclassified,Unclassified
ASV_1514,Bacteria,Planctomycetota,vadinHA49,Unclassified,Unclassified,Unclassified
ASV_1680,Bacteria,Planctomycetota,OM190,Unclassified,Unclassified,Unclassified
ASV_1846,Bacteria,Planctomycetota,OM190,Unclassified,Unclassified,Unclassified
ASV_1854,Bacteria,Planctomycetota,Pla3_lineage,Unclassified,Unclassified,Unclassified
ASV_1979,Bacteria,Planctomycetota,OM190,Unclassified,Unclassified,Unclassified
ASV_2003,Bacteria,Planctomycetota,vadinHA49,Unclassified,Unclassified,Unclassified
ASV_2036,Bacteria,Planctomycetota,Pla4_lineage,Unclassified,Unclassified,Unclassified
