,CE1,CE2,CE3,CE4,CE161,CE162,CE163,CE164,CE165,JWM1,JWM2,JWM3,JWM4,NH1,NH2,NH3,NH4,NH5,TV0170,TV0422,TV0426,TV0437
ASV_3884,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,4,0,0,0,0
ASV_3885,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0
ASV_3886,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0
ASV_3887,0,0,0,0,0,0,0,0,0,2,4,1,1,0,0,0,0,0,0,0,0,0
ASV_3888,0,0,0,0,0,0,0,0,0,2,1,3,1,0,0,0,0,0,0,0,0,0
ASV_3889,0,0,0,0,0,0,0,0,0,2,1,4,1,0,0,0,0,0,0,0,0,0
ASV_3890,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,2,0
ASV_3891,0,0,0,0,0,0,0,0,0,2,4,0,2,0,0,0,0,0,0,0,0,0
ASV_3892,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
ASV_3893,0,0,0,0,0,0,0,0,0,1,3,3,1,0,0,0,0,0,0,0,0,0
ASV_3894,0,0,0,0,0,0,0,0,0,4,0,3,1,0,0,0,0,0,0,0,0,0
ASV_3895,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0
ASV_3896,0,0,0,0,0,0,0,0,0,0,5,1,2,0,0,0,0,0,0,0,0,0
ASV_3897,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ASV_3898,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0
ASV_3899,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0
ASV_3900,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,3,0
ASV_3901,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
ASV_3902,0,0,0,0,0,0,0,0,0,0,2,2,4,0,0,0,0,0,0,0,0,0
ASV_3903,0,0,0,0,0,0,0,0,0,0,1,4,2,0,0,0,0,0,0,0,0,0
ASV_3904,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
ASV_3905,0,0,0,0,0,0,0,0,0,0,1,6,1,0,0,0,0,0,0,0,0,0
ASV_3906,0,0,0,0,0,0,0,0,0,0,3,2,2,0,0,0,0,0,0,0,0,0
ASV_3907,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0
ASV_3908,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
ASV_3909,0,0,0,0,0,0,0,0,0,0,2,1,4,0,0,0,0,0,0,0,0,1
ASV_3910,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
ASV_3911,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
ASV_3912,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6
ASV_3913,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0
ASV_3914,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,3,0,0,0,0,0
ASV_3915,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2
ASV_3916,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
ASV_3917,0,0,0,0,0,0,0,0,0,0,0,1,3,1,2,0,0,0,1,0,0,0
ASV_3918,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,4,0,0,0,0,0
ASV_3919,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0
ASV_3920,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,3,0,0,0,0
ASV_3921,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,0,0,0,0
ASV_3922,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0
ASV_3923,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,4,0,0,0,0,0
ASV_3924,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,2,0,0,0,0,0
ASV_3925,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ASV_3926,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,3,1,0,0,0,0
ASV_3927,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
ASV_3928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,1,0,0,0,0
ASV_3929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,1,0,0,0,0
ASV_3930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0
ASV_3931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,4,0,0,0,0
ASV_3932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,0,0,0,0
ASV_3933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,0,0,0,0
ASV_3934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,0,0,0,0
ASV_3935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0
ASV_3936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_3937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_3938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_3939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3
ASV_3940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_3941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_3942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
ASV_3943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
ASV_3944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
ASV_3945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
ASV_3946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
ASV_3947,1,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_3948,1,1,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_3949,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
ASV_3950,2,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_3951,1,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_3952,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
ASV_3953,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0
ASV_3954,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
ASV_3955,1,0,2,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_3956,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ASV_3957,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0
ASV_3958,1,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
ASV_3959,2,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ASV_3960,2,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_3961,0,2,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_3962,0,1,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_3963,0,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
ASV_3964,0,1,0,1,2,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
ASV_3965,0,1,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_3966,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ASV_3967,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0
ASV_3968,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0
ASV_3969,0,0,2,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_3970,0,0,0,1,2,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0
ASV_3971,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ASV_3972,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0
ASV_3973,0,0,3,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_3974,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,2,0,0,0,0
ASV_3975,0,0,0,0,0,2,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_3976,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0
ASV_3977,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0
ASV_3978,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,2,1,0,0,0,0
ASV_3979,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0
ASV_3980,0,0,1,0,0,1,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0
ASV_3981,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,2,0,0,0,0
ASV_3982,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,0,0,2,0,0,0,0
ASV_3983,0,0,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_3984,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_3985,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3,0,0,1,0,0,0,0
ASV_3986,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_3987,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,4,0,0,0,0,0
ASV_3988,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,0,0,0,0
ASV_3989,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
ASV_3990,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
ASV_3991,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0
ASV_3992,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
ASV_3993,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
ASV_3994,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ASV_3995,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
ASV_3996,0,0,0,0,0,0,0,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0
ASV_3997,0,0,0,0,0,0,0,0,0,1,2,1,3,0,0,0,0,0,0,0,0,0
ASV_3998,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,1
ASV_3999,0,0,0,0,0,0,0,0,0,1,1,5,0,0,0,0,0,0,0,0,0,0
ASV_4000,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,2,0,0
ASV_4001,0,0,0,0,0,0,0,0,0,1,2,1,3,0,0,0,0,0,0,0,0,0
ASV_4002,0,0,0,0,0,0,0,0,0,2,2,2,1,0,0,0,0,0,0,0,0,0
ASV_4003,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,0,0,0,0,0,1
ASV_4004,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,0,0,0,0,0,0,0
ASV_4005,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
ASV_4006,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,2,0
ASV_4007,0,0,0,0,0,0,0,0,0,2,4,0,1,0,0,0,0,0,0,0,0,0
ASV_4008,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
ASV_4009,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0
ASV_4010,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,2,0,0,0,0
ASV_4011,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4012,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0
ASV_4013,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ASV_4014,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0
ASV_4015,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ASV_4016,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0
ASV_4017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4
ASV_4018,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0
ASV_4019,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0
ASV_4020,0,0,0,0,0,0,0,0,0,0,2,2,3,0,0,0,0,0,0,0,0,0
ASV_4021,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
ASV_4022,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0
ASV_4023,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0
ASV_4024,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1
ASV_4025,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0
ASV_4026,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ASV_4027,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1
ASV_4028,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ASV_4029,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0
ASV_4030,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ASV_4031,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ASV_4032,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,1,0,0,0,0
ASV_4033,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,0,0,0,0,0
ASV_4034,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
ASV_4035,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,3,0,0,0,0
ASV_4036,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0
ASV_4037,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,0,0,0,0,0
ASV_4038,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,0,0,0,0
ASV_4039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0
ASV_4040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,4,0,0,0,0
ASV_4041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,0,0,0,0
ASV_4042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,3,0,0,0,0
ASV_4043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,1,0,0,0,0
ASV_4044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,0,0,0,0
ASV_4045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0
ASV_4046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ASV_4047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0
ASV_4048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0
ASV_4049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
ASV_4050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
ASV_4052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ASV_4057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV_4058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV_4060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ASV_4062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
ASV_4063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
ASV_4064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
ASV_4065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
ASV_4066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
ASV_4067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
ASV_4068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
ASV_4069,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ASV_4070,1,0,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4071,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4072,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
ASV_4073,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
ASV_4074,2,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4075,3,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4076,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ASV_4077,1,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4078,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0
ASV_4079,0,1,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4080,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0
ASV_4081,0,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4082,0,1,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4083,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4084,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
ASV_4085,0,1,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4086,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0
ASV_4087,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0
ASV_4088,0,1,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4089,0,1,0,2,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
ASV_4090,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,2,0,0,0,0,0
ASV_4091,0,2,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4092,0,1,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4093,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0
ASV_4094,0,0,0,0,2,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0
ASV_4095,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ASV_4096,0,0,2,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4097,0,0,1,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4098,0,0,0,0,0,2,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0
ASV_4099,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
ASV_4100,0,0,0,0,0,1,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0
ASV_4101,0,0,0,2,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
ASV_4102,0,0,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4103,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ASV_4104,0,0,0,1,0,0,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0
ASV_4105,0,0,0,0,0,0,1,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0
ASV_4106,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4107,0,0,0,1,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0
ASV_4108,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0
ASV_4109,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,3,0,0,0,0,0,0
ASV_4110,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0
ASV_4111,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4112,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,1,0,0,0,0
ASV_4113,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4114,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
ASV_4115,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
ASV_4116,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0
ASV_4117,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0
ASV_4118,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0
ASV_4119,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0
ASV_4120,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ASV_4121,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0
ASV_4122,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4123,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,1,0,0,0,0,0
ASV_4124,0,0,0,0,0,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0
ASV_4125,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0
ASV_4126,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4127,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
ASV_4128,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0
ASV_4129,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ASV_4130,0,0,0,0,0,0,0,0,0,1,3,1,1,0,0,0,0,0,0,0,0,0
ASV_4131,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,1,0,0,0
ASV_4132,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0
ASV_4133,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0
ASV_4134,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0
ASV_4135,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0
ASV_4136,0,0,0,0,0,0,0,0,0,1,0,4,1,0,0,0,0,0,0,0,0,0
ASV_4137,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,1,0,0,0,0
ASV_4138,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0
ASV_4139,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0
ASV_4140,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0
ASV_4141,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0
ASV_4142,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0
ASV_4143,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0
ASV_4144,0,0,0,0,0,0,0,0,0,0,2,0,3,1,0,0,0,0,0,0,0,0
ASV_4145,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,1,0,0,0,0,0
ASV_4146,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0
ASV_4147,0,0,0,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,0,0,0
ASV_4148,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2
ASV_4149,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,0
ASV_4150,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0
ASV_4151,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
ASV_4152,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0
ASV_4153,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0
ASV_4154,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,3,0
ASV_4155,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0
