,CE1,CE2,CE3,CE4,CE161,CE162,CE163,CE164,CE165,JWM1,JWM2,JWM3,JWM4,NH1,NH2,NH3,NH4,NH5
ASV_985,2,0,1,9,0,0,1,0,0,0,0,0,0,2,7,5,6,11
ASV_986,1,1,2,3,0,0,1,0,0,0,0,0,0,3,7,7,8,11
ASV_987,1,1,1,4,0,0,0,0,0,0,0,0,0,5,9,4,6,13
ASV_988,1,0,5,3,2,2,8,0,0,0,0,0,0,4,3,3,10,3
ASV_989,3,0,1,1,4,2,7,9,7,1,4,2,3,0,0,0,0,0
ASV_990,1,4,0,4,6,6,6,1,0,0,0,0,0,0,1,4,5,6
ASV_991,1,5,2,0,9,11,8,1,1,0,0,0,0,0,2,0,4,0
ASV_992,4,7,5,6,1,3,2,1,2,0,0,0,0,2,3,2,4,2
ASV_993,1,2,0,3,0,1,1,0,0,0,0,0,0,4,10,6,4,12
ASV_994,3,0,2,2,5,7,2,0,1,0,0,0,0,3,5,5,5,4
ASV_995,0,2,0,0,2,0,2,0,1,0,1,1,1,0,4,9,15,6
ASV_996,0,0,0,7,1,1,2,1,0,1,0,1,0,2,4,13,4,7
ASV_997,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,16,1,23
ASV_998,0,0,0,0,0,0,0,0,1,0,0,0,0,9,11,12,8,3
ASV_999,0,0,0,1,0,0,0,0,2,0,0,0,0,9,11,14,2,5
ASV_1000,0,0,0,0,0,0,0,0,0,5,10,25,4,0,0,0,0,0
ASV_1001,0,0,0,0,0,0,0,0,0,7,16,13,8,0,0,0,0,0
ASV_1002,0,0,0,0,0,0,0,0,0,9,7,18,10,0,0,0,0,0
ASV_1003,0,0,0,0,0,0,0,0,0,3,32,1,8,0,0,0,0,0
ASV_1004,0,0,0,0,0,0,0,0,0,10,12,11,11,0,0,0,0,0
ASV_1005,0,0,0,0,0,0,0,0,0,9,15,12,8,0,0,0,0,0
ASV_1006,0,0,0,0,0,0,0,0,0,2,11,12,19,0,0,0,0,0
ASV_1007,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,12,12,10
ASV_1008,2,3,0,0,3,3,6,16,9,0,0,0,0,0,1,0,0,0
ASV_1009,7,1,5,11,9,6,2,1,0,0,0,0,0,0,0,1,0,0
ASV_1010,2,1,1,21,3,1,2,0,0,0,0,0,0,2,0,2,5,3
ASV_1011,3,8,1,2,5,2,6,2,4,0,0,0,0,0,4,0,2,4
ASV_1012,3,1,2,5,3,4,8,0,1,0,0,0,0,4,2,5,3,2
ASV_1013,1,0,6,4,0,0,0,0,0,0,0,0,0,3,11,8,3,7
ASV_1014,0,2,0,1,4,6,9,8,9,0,0,0,0,1,1,0,1,1
ASV_1015,0,1,6,2,1,1,1,3,0,0,0,0,0,1,7,5,6,9
ASV_1016,0,1,0,3,1,1,0,1,0,0,0,0,0,5,11,9,7,4
ASV_1017,0,0,4,4,3,1,3,0,1,0,0,0,0,3,13,0,7,4
ASV_1018,0,0,5,0,0,2,0,0,0,0,0,0,0,7,13,7,4,5
ASV_1019,0,0,0,0,0,0,1,0,0,0,0,0,0,5,15,7,7,8
ASV_1020,0,0,0,0,0,0,0,8,35,0,0,0,0,0,0,0,0,0
ASV_1021,0,0,1,1,0,0,0,0,0,0,0,0,0,3,11,12,12,3
ASV_1022,0,0,0,0,0,0,0,0,0,17,13,9,4,0,0,0,0,0
ASV_1023,0,0,0,0,0,0,0,0,0,7,0,33,3,0,0,0,0,0
ASV_1024,0,0,0,0,0,0,0,0,0,10,21,5,7,0,0,0,0,0
ASV_1025,0,0,0,0,0,0,0,0,0,2,30,2,9,0,0,0,0,0
ASV_1026,0,0,0,0,0,0,0,0,0,4,21,16,2,0,0,0,0,0
ASV_1027,0,0,0,0,0,0,0,0,0,2,19,10,12,0,0,0,0,0
ASV_1028,0,0,0,0,0,0,0,0,0,8,13,11,9,0,1,0,0,1
ASV_1029,0,0,0,0,0,0,0,0,0,1,23,16,3,0,0,0,0,0
ASV_1030,0,0,0,0,0,0,0,0,0,7,13,14,9,0,0,0,0,0
ASV_1031,0,0,0,0,0,0,0,0,0,0,0,0,0,18,20,2,1,2
ASV_1032,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,16,4,13
ASV_1033,1,2,16,3,1,3,1,1,2,0,0,0,0,0,4,0,4,4
ASV_1034,2,0,7,0,8,6,4,6,3,0,0,0,0,0,1,4,0,1
ASV_1035,2,1,4,6,3,4,4,1,0,0,0,0,0,3,2,3,7,2
ASV_1036,4,5,0,1,3,3,6,1,2,0,0,0,0,6,0,4,6,1
ASV_1037,2,1,0,24,1,4,1,0,0,0,1,2,4,0,1,1,0,0
ASV_1038,1,0,1,0,0,1,0,0,0,0,0,0,0,2,9,2,17,9
ASV_1039,3,3,12,7,4,3,7,1,0,0,0,0,0,0,0,0,1,1
ASV_1040,1,4,2,5,2,3,7,0,0,0,0,0,0,3,2,6,4,3
ASV_1041,3,0,1,0,0,2,0,0,0,0,0,1,0,8,8,13,1,5
ASV_1042,0,1,0,0,0,0,0,0,1,8,20,4,6,0,0,0,1,1
ASV_1043,0,1,1,0,2,1,1,0,0,0,0,0,0,2,13,9,7,5
ASV_1044,0,25,1,0,2,6,2,3,2,0,0,0,0,0,1,0,0,0
ASV_1045,0,2,1,2,1,3,0,0,3,0,0,0,0,3,9,7,4,7
ASV_1046,0,0,5,3,8,6,14,1,4,0,0,0,0,0,0,0,1,0
ASV_1047,0,0,1,2,2,0,2,1,1,0,0,0,0,2,6,4,10,11
ASV_1048,0,0,0,4,0,0,0,0,0,0,0,0,0,1,6,7,10,14
ASV_1049,0,0,0,0,0,0,0,0,0,12,11,8,11,0,0,0,0,0
ASV_1050,0,0,0,0,0,0,0,0,0,11,15,3,13,0,0,0,0,0
ASV_1051,0,0,0,0,0,0,0,0,0,8,16,11,7,0,0,0,0,0
ASV_1052,0,0,0,0,0,0,0,0,0,4,1,34,3,0,0,0,0,0
ASV_1053,0,0,0,0,0,0,0,0,0,10,14,10,8,0,0,0,0,0
ASV_1054,0,0,0,0,0,0,0,0,0,17,12,5,8,0,0,0,0,0
ASV_1055,0,0,0,0,0,0,0,0,0,10,9,7,16,0,0,0,0,0
ASV_1056,0,0,0,0,0,0,0,0,0,6,16,12,8,0,0,0,0,0
ASV_1057,0,0,0,0,0,0,0,0,0,19,7,13,3,0,0,0,0,0
ASV_1058,0,0,0,0,0,0,0,0,0,7,8,3,6,3,6,5,1,3
ASV_1059,0,0,0,0,0,0,0,0,0,3,16,13,10,0,0,0,0,0
ASV_1060,0,0,0,0,0,0,0,0,0,10,11,11,10,0,0,0,0,0
ASV_1061,1,0,0,26,1,1,1,0,0,0,0,0,0,2,2,3,2,2
ASV_1062,1,0,1,0,0,1,0,0,0,0,0,0,0,10,5,7,8,8
ASV_1063,2,2,5,4,5,7,3,4,1,0,0,0,0,0,1,1,1,5
ASV_1064,3,8,1,5,2,2,4,3,1,0,0,0,0,0,3,0,1,8
ASV_1065,8,4,11,4,1,7,1,0,0,0,0,0,0,1,1,0,2,1
ASV_1066,4,8,3,0,1,0,2,0,0,0,0,0,0,3,7,3,6,4
ASV_1067,0,3,3,1,3,2,1,2,3,0,0,0,0,2,2,10,7,2
ASV_1068,0,0,0,1,1,0,5,0,1,0,0,0,0,4,9,4,12,4
ASV_1069,0,0,1,3,0,2,0,0,0,0,0,0,0,4,5,8,8,10
ASV_1070,0,0,1,0,0,0,0,3,2,0,0,0,0,9,7,6,0,13
ASV_1071,0,0,0,0,0,0,0,0,0,5,12,11,13,0,0,0,0,0
ASV_1072,0,0,0,0,0,0,0,0,0,1,39,0,1,0,0,0,0,0
ASV_1073,0,0,0,0,0,0,0,0,0,6,14,12,9,0,0,0,0,0
ASV_1074,0,0,0,0,0,0,0,0,0,11,9,12,9,0,0,0,0,0
ASV_1075,0,0,0,0,0,0,0,0,0,0,10,16,15,0,0,0,0,0
ASV_1076,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,12,6,15
ASV_1077,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,7,21,2
ASV_1078,1,0,1,1,0,3,0,0,0,0,0,0,0,0,15,3,7,9
ASV_1079,5,2,1,15,1,5,4,0,0,0,0,0,0,0,3,1,0,3
ASV_1080,1,0,5,4,1,1,0,0,0,0,0,0,0,2,4,4,10,8
ASV_1081,1,0,2,4,0,0,1,2,0,0,0,0,0,2,11,7,7,3
ASV_1082,2,2,2,3,2,3,2,10,7,0,0,0,0,0,0,7,0,0
ASV_1083,3,4,7,4,7,0,1,8,3,0,0,0,0,0,0,0,3,0
ASV_1084,1,0,0,0,0,1,0,0,0,0,0,0,1,2,7,9,3,16
ASV_1085,2,3,3,1,3,4,3,3,1,0,0,0,0,1,6,2,3,5
ASV_1086,1,1,0,1,2,2,5,0,0,0,0,0,0,1,2,4,15,6
ASV_1087,1,0,5,3,1,1,6,0,0,0,0,0,0,3,4,4,3,9
ASV_1088,0,3,0,0,0,0,0,0,0,9,8,8,11,0,0,0,0,1
ASV_1089,0,5,3,0,3,2,3,11,13,0,0,0,0,0,0,0,0,0
ASV_1090,0,3,2,1,0,7,0,5,0,0,0,0,0,8,5,7,0,2
ASV_1091,0,1,0,3,1,1,0,0,0,0,0,0,0,6,9,4,13,2
ASV_1092,0,2,3,1,2,2,0,0,0,0,0,0,0,3,6,3,9,9
ASV_1093,0,2,1,0,0,0,6,12,19,0,0,0,0,0,0,0,0,0
ASV_1094,0,0,0,0,0,0,0,2,0,0,0,0,0,6,5,8,18,1
ASV_1095,0,0,0,0,0,0,0,0,0,3,22,14,1,0,0,0,0,0
ASV_1096,0,0,0,0,0,0,0,0,0,19,8,3,10,0,0,0,0,0
ASV_1097,0,0,0,0,0,0,0,0,0,5,10,21,4,0,0,0,0,0
ASV_1098,0,0,0,0,0,0,0,0,0,17,3,16,4,0,0,0,0,0
ASV_1099,0,0,0,0,0,0,0,0,0,5,10,10,15,0,0,0,0,0
ASV_1100,0,0,0,0,0,0,0,0,0,10,8,13,9,0,0,0,0,0
ASV_1101,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11,6,0,9
ASV_1102,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11,11,6,10
ASV_1103,8,3,6,10,1,4,6,0,0,0,0,0,0,1,0,0,0,0
ASV_1104,1,2,0,0,6,3,7,4,3,0,8,1,0,0,1,0,3,0
ASV_1105,3,1,15,3,3,2,1,1,3,0,0,0,0,2,0,0,4,1
ASV_1106,1,1,0,5,8,15,9,0,0,0,0,0,0,0,0,0,0,0
ASV_1107,1,6,9,8,1,3,4,3,1,0,0,0,0,0,0,0,2,1
ASV_1108,1,0,0,0,0,0,2,1,0,0,0,0,0,1,10,11,4,9
ASV_1109,2,0,0,4,0,0,1,0,0,0,3,0,1,2,2,13,3,8
ASV_1110,1,0,1,0,0,0,0,0,0,0,0,0,0,5,8,8,9,7
ASV_1111,3,0,1,4,0,0,3,0,0,0,0,0,0,4,12,4,3,5
ASV_1112,4,6,4,6,2,6,0,0,4,0,0,0,0,1,0,2,4,0
ASV_1113,2,0,2,2,0,1,0,0,0,0,0,0,0,4,4,4,16,4
ASV_1114,3,1,0,2,6,5,1,11,3,0,0,0,0,0,5,0,1,1
ASV_1115,1,3,2,0,5,1,1,3,5,0,0,0,0,6,5,2,2,3
ASV_1116,1,3,1,0,1,0,3,3,4,0,0,0,0,4,6,4,2,7
ASV_1117,4,6,5,2,3,8,1,2,4,0,0,0,0,2,2,0,0,0
ASV_1118,0,1,4,0,0,1,1,1,3,0,0,0,0,0,19,4,1,4
ASV_1119,0,0,3,5,2,5,1,0,0,0,0,0,0,4,2,4,7,6
ASV_1120,0,0,0,1,1,3,1,0,0,0,0,0,0,2,7,9,10,5
ASV_1121,0,0,0,0,0,1,0,0,0,11,15,5,7,0,0,0,0,0
ASV_1122,0,0,0,0,0,0,1,11,1,0,0,0,0,7,0,0,6,13
ASV_1123,0,0,1,12,0,0,1,0,0,0,0,0,0,1,2,7,5,10
ASV_1124,0,0,0,1,0,0,0,0,1,0,1,0,0,7,7,4,11,7
ASV_1125,0,0,0,0,0,0,0,0,0,11,13,7,8,0,0,0,0,0
ASV_1126,0,0,0,0,0,0,0,0,0,16,11,6,6,0,0,0,0,0
ASV_1127,0,0,0,0,0,0,0,0,0,7,18,2,12,0,0,0,0,0
ASV_1128,0,0,0,0,0,0,0,0,0,2,6,27,4,0,0,0,0,0
ASV_1129,0,0,0,0,0,0,0,0,0,6,12,11,10,0,0,0,0,0
ASV_1130,0,0,0,0,0,0,0,0,0,5,11,12,11,0,0,0,0,0
ASV_1131,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0
ASV_1132,0,0,0,0,0,0,0,0,0,0,32,2,5,0,0,0,0,0
ASV_1133,4,2,2,2,3,6,2,0,0,0,0,0,0,1,5,6,3,2
ASV_1134,5,5,10,2,0,3,2,1,1,0,0,0,0,0,1,2,3,3
ASV_1135,2,1,3,2,0,1,1,0,0,0,0,0,0,0,7,7,9,5
ASV_1136,2,9,3,5,2,4,5,0,1,0,0,0,0,1,2,0,1,3
ASV_1137,3,0,1,3,1,2,1,0,0,0,0,0,0,1,5,3,5,13
ASV_1138,0,7,4,0,1,0,0,19,5,0,0,0,0,0,0,1,1,0
ASV_1139,0,2,0,8,0,0,1,0,0,0,0,0,0,1,7,8,6,5
ASV_1140,0,26,3,1,0,1,2,0,1,1,0,0,0,0,1,0,1,1
ASV_1141,0,3,1,7,0,1,0,0,0,0,0,0,0,1,8,2,5,10
ASV_1142,0,0,3,0,0,0,0,0,0,0,0,0,0,10,9,7,6,3
ASV_1143,0,0,0,1,0,0,0,0,0,0,0,0,0,4,4,6,5,18
ASV_1144,0,0,0,0,0,0,0,0,0,9,13,12,4,0,0,0,0,0
ASV_1145,0,0,0,0,0,0,0,0,0,11,8,8,11,0,0,0,0,0
ASV_1146,0,0,0,0,0,0,0,0,0,1,5,3,29,0,0,0,0,0
ASV_1147,0,0,0,0,0,0,0,0,0,2,7,26,3,0,0,0,0,0
ASV_1148,0,0,0,0,0,0,0,0,0,8,17,5,8,0,0,0,0,0
ASV_1149,0,0,0,0,0,0,0,0,0,10,9,10,9,0,0,0,0,0
ASV_1150,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,13,8,7
ASV_1151,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,5,10,9
ASV_1152,2,8,3,0,2,5,0,8,9,0,0,0,0,0,0,0,0,0
ASV_1153,1,2,0,0,1,0,0,9,24,0,0,0,0,0,0,0,0,0
ASV_1154,2,3,1,0,3,2,3,3,6,0,0,0,0,5,4,0,4,1
ASV_1155,3,2,1,3,4,5,3,0,0,0,0,0,0,4,1,9,2,0
ASV_1156,1,11,1,0,5,1,4,7,6,0,0,0,0,0,0,0,0,1
ASV_1157,1,0,0,2,0,4,0,1,0,0,0,0,0,3,5,4,12,5
ASV_1158,0,1,2,2,2,1,0,3,1,0,0,0,0,0,0,3,4,18
ASV_1159,0,6,1,3,2,8,1,3,0,0,0,0,0,1,5,2,2,3
ASV_1160,0,1,0,2,2,0,0,0,0,6,7,12,3,0,2,0,0,2
ASV_1161,0,1,3,4,5,1,16,0,0,0,0,0,0,2,1,2,0,2
ASV_1162,0,1,4,0,1,0,3,0,0,0,0,0,0,5,10,0,10,3
ASV_1163,0,1,2,0,1,2,1,0,0,0,0,0,0,4,7,6,6,7
ASV_1164,0,0,0,2,1,0,0,3,2,0,0,0,2,3,2,2,7,13
ASV_1165,0,0,0,3,2,3,3,0,0,0,0,0,0,6,6,3,9,2
ASV_1166,0,0,0,1,1,1,2,0,0,0,0,1,0,4,12,3,5,7
ASV_1167,0,0,7,3,9,2,3,1,5,0,0,0,0,0,2,1,4,0
ASV_1168,0,0,1,1,1,0,2,0,0,0,0,0,0,6,10,0,12,4
ASV_1169,0,0,3,1,0,2,1,9,17,0,0,0,0,1,2,0,0,1
ASV_1170,0,0,0,0,0,0,0,10,27,0,0,0,0,0,0,0,0,0
ASV_1171,0,0,0,0,0,0,0,0,0,7,14,7,9,0,0,0,0,0
ASV_1172,0,0,0,0,0,0,0,0,0,4,7,15,11,0,0,0,0,0
ASV_1173,0,0,0,0,0,0,0,0,0,9,7,13,7,0,0,0,1,0
ASV_1174,0,0,0,0,0,0,0,0,0,9,9,14,5,0,0,0,0,0
ASV_1175,0,0,0,0,0,0,0,0,0,14,8,7,8,0,0,0,0,0
ASV_1176,0,0,0,0,0,0,0,0,0,9,9,5,14,0,0,0,0,0
ASV_1177,0,0,0,0,0,0,0,0,0,15,5,7,10,0,0,0,0,0
ASV_1178,0,0,0,0,0,0,0,0,0,3,10,8,16,0,0,0,0,0
ASV_1179,0,0,0,0,0,0,0,0,0,4,16,8,9,0,0,0,0,0
ASV_1180,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,11,2,9
ASV_1181,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,6,2,11
ASV_1182,3,3,7,7,0,4,5,0,0,0,0,0,0,1,2,1,2,1
ASV_1183,4,2,0,4,0,3,5,2,2,0,0,0,0,3,6,2,1,2
ASV_1184,2,6,7,5,5,1,1,3,5,0,0,0,0,0,0,1,0,0
ASV_1185,1,3,3,3,1,3,5,1,1,0,0,0,0,3,4,5,1,2
ASV_1186,1,0,1,0,3,0,3,1,0,0,23,0,3,1,0,0,0,0
ASV_1187,0,1,0,0,0,0,0,0,0,0,0,0,0,5,2,8,9,11
ASV_1188,0,1,0,1,0,0,0,0,0,1,10,10,7,2,1,3,0,0
ASV_1189,0,1,0,0,0,0,0,1,0,0,0,0,0,20,5,2,3,4
ASV_1190,0,0,0,2,3,0,1,1,0,0,4,1,0,6,5,2,4,7
ASV_1191,0,0,0,7,1,0,0,0,0,0,0,0,0,5,5,2,9,7
ASV_1192,0,0,0,1,0,0,1,0,0,0,0,0,0,4,6,8,10,6
ASV_1193,0,0,0,0,0,0,1,0,0,5,6,11,13,0,0,0,0,0
ASV_1194,0,0,0,0,0,0,0,0,2,0,19,5,8,1,0,0,0,1
ASV_1195,0,0,0,1,0,0,0,0,0,0,0,0,0,11,2,11,6,5
ASV_1196,0,0,0,0,0,0,0,0,0,7,10,11,6,0,0,2,0,0
ASV_1197,0,0,0,0,0,0,0,0,0,7,7,14,8,0,0,0,0,0
ASV_1198,0,0,0,0,0,0,0,0,0,5,11,6,14,0,0,0,0,0
ASV_1199,0,0,0,0,0,0,0,0,0,10,10,10,5,1,0,0,0,0
ASV_1200,0,0,0,0,0,0,0,0,0,4,11,13,8,0,0,0,0,0
ASV_1201,0,0,0,0,0,0,0,0,0,7,7,11,7,1,0,1,1,1
ASV_1202,0,0,0,0,0,0,0,0,0,0,29,2,5,0,0,0,0,0
ASV_1203,0,0,0,0,0,0,0,0,0,0,31,4,1,0,0,0,0,0
ASV_1204,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,10,14
ASV_1205,2,2,2,1,0,1,3,1,23,0,0,0,0,0,0,0,0,0
ASV_1206,2,4,0,6,0,3,1,0,0,0,0,0,0,0,3,1,6,9
ASV_1207,3,2,1,2,0,7,0,1,2,0,0,0,0,0,3,2,10,2
ASV_1208,0,1,0,0,0,0,0,0,1,5,3,7,17,0,1,0,0,0
ASV_1209,0,3,0,1,0,0,1,1,0,0,0,0,0,11,3,7,6,2
ASV_1210,0,7,1,0,0,3,0,6,18,0,0,0,0,0,0,0,0,0
ASV_1211,0,2,3,7,1,0,2,0,0,0,2,0,1,3,2,4,3,5
ASV_1212,0,3,4,0,0,1,1,0,0,11,5,7,3,0,0,0,0,0
ASV_1213,0,3,4,2,0,5,1,1,0,0,5,12,2,0,0,0,0,0
ASV_1214,0,1,0,0,0,0,0,0,0,7,8,9,7,1,2,0,0,0
ASV_1215,0,0,0,0,15,0,15,5,0,0,0,0,0,0,0,0,0,0
ASV_1216,0,0,1,2,2,4,11,1,5,0,0,0,0,1,2,0,3,3
ASV_1217,0,0,0,5,1,1,2,0,0,0,0,0,0,4,7,6,3,6
ASV_1218,0,0,4,1,0,5,0,0,4,0,0,0,0,4,6,1,7,3
ASV_1219,0,0,0,0,0,0,0,0,0,3,12,4,16,0,0,0,0,0
ASV_1220,0,0,0,0,0,0,0,0,0,9,6,11,9,0,0,0,0,0
ASV_1221,0,0,0,0,0,0,0,0,0,1,17,8,9,0,0,0,0,0
ASV_1222,0,0,0,0,0,0,0,0,0,8,8,12,6,0,1,0,0,0
ASV_1223,0,0,0,0,0,0,0,0,0,9,9,7,10,0,0,0,0,0
ASV_1224,0,0,0,0,0,0,0,0,0,2,14,5,13,0,0,0,1,0
ASV_1225,0,0,0,0,0,0,0,0,0,3,10,12,10,0,0,0,0,0
ASV_1226,0,0,0,0,0,0,0,0,0,2,19,4,10,0,0,0,0,0
ASV_1227,0,0,0,0,0,0,0,0,0,0,22,3,9,1,0,0,0,0
ASV_1228,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,12
ASV_1229,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,12,11,7
ASV_1230,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,7,14
ASV_1231,1,7,3,0,1,6,0,4,12,0,0,0,0,0,0,0,0,0
ASV_1232,3,2,3,13,2,0,0,0,0,0,0,0,0,6,2,1,0,2
ASV_1233,2,3,4,10,0,1,1,0,0,0,0,0,0,0,0,4,5,4
ASV_1234,1,0,1,3,0,1,0,0,0,0,0,0,0,10,5,4,8,1
ASV_1235,3,3,5,6,1,6,6,2,0,0,0,0,0,0,1,0,0,1
ASV_1236,1,4,7,1,7,2,2,2,8,0,0,0,0,0,0,0,0,0
ASV_1237,7,5,3,4,1,1,2,0,5,0,0,0,0,0,3,1,2,0
ASV_1238,1,1,1,1,2,12,0,0,15,0,0,0,0,1,0,0,0,0
ASV_1239,2,0,3,18,0,2,3,0,0,0,0,0,0,0,5,0,0,1
ASV_1240,5,7,4,0,3,4,1,2,4,0,0,0,0,0,0,1,0,3
ASV_1241,1,1,3,0,0,2,7,2,0,0,0,0,0,4,1,3,7,3
ASV_1242,3,6,1,0,4,1,5,4,9,0,0,0,0,0,0,1,0,0
ASV_1243,1,3,10,3,1,2,1,5,4,0,0,0,0,0,3,0,1,0
ASV_1244,2,5,9,0,1,1,2,0,0,0,0,0,0,3,1,1,5,4
ASV_1245,1,0,0,2,0,0,0,0,0,0,0,0,0,4,7,4,11,5
ASV_1246,1,2,1,2,1,2,1,1,0,0,0,0,0,4,6,6,6,1
ASV_1247,1,4,0,3,0,1,3,3,15,0,0,0,0,0,0,3,1,0
ASV_1248,0,2,0,1,1,1,0,12,5,0,0,0,0,1,2,0,3,6
ASV_1249,0,1,0,0,0,0,0,1,1,0,0,0,0,11,5,4,0,11
ASV_1250,0,3,6,0,5,4,2,3,2,0,0,0,0,2,2,1,1,3
ASV_1251,0,4,0,7,2,1,1,3,9,0,0,3,1,0,0,0,0,3
ASV_1252,0,3,2,2,3,4,2,2,6,0,0,0,0,0,3,1,2,4
ASV_1253,0,0,3,1,0,1,0,0,0,0,0,0,0,8,4,7,2,8
ASV_1254,0,0,0,0,0,0,1,0,0,0,0,0,0,6,1,8,15,3
ASV_1255,0,0,0,0,0,0,0,14,18,0,0,0,0,1,0,0,1,0
ASV_1256,0,0,0,1,0,0,0,0,0,0,0,0,0,6,5,10,8,4
ASV_1257,0,0,0,0,0,0,0,0,0,5,12,13,4,0,0,0,0,0
ASV_1258,0,0,0,0,0,0,0,0,0,7,12,13,2,0,0,0,0,0
ASV_1259,0,0,0,0,0,0,0,0,0,17,9,3,5,0,0,0,0,0
ASV_1260,0,0,0,0,0,0,0,0,0,9,12,5,6,0,1,0,0,1
ASV_1261,0,0,0,0,0,0,0,0,0,3,10,17,4,0,0,0,0,0
ASV_1262,0,0,0,0,0,0,0,0,0,1,15,8,10,0,0,0,0,0
ASV_1263,0,0,0,0,0,0,0,0,0,6,9,7,11,0,0,1,0,0
ASV_1264,0,0,0,0,0,0,0,0,0,7,10,10,6,1,0,0,0,0
ASV_1265,0,0,0,0,0,0,0,0,0,1,15,3,15,0,0,0,0,0
ASV_1266,3,3,5,0,0,13,5,2,1,0,0,0,0,0,1,0,0,0
ASV_1267,3,1,1,0,3,6,6,8,3,0,0,0,0,0,1,0,1,0
ASV_1268,2,2,1,0,1,0,2,0,0,0,0,0,0,3,2,3,13,4
ASV_1269,1,0,0,1,3,4,0,0,0,0,0,0,0,7,7,2,0,8
ASV_1270,1,0,1,8,4,1,1,0,0,0,0,0,0,3,3,4,3,4
ASV_1271,1,2,6,0,2,9,3,5,0,0,0,0,0,1,1,3,0,0
ASV_1272,1,0,1,3,1,1,2,0,0,0,0,0,0,3,7,3,1,10
ASV_1273,2,0,1,3,1,3,1,2,0,0,0,0,0,4,2,7,2,5
ASV_1274,1,0,4,1,1,1,0,0,0,0,0,0,0,1,6,6,8,4
ASV_1275,0,1,0,0,0,0,0,17,15,0,0,0,0,0,0,0,0,0
ASV_1276,0,5,0,1,1,0,0,5,8,0,0,0,0,4,2,3,2,2
ASV_1277,0,1,0,1,1,0,0,0,0,0,0,0,0,0,6,6,8,10
ASV_1278,0,7,1,0,1,2,1,2,18,0,0,0,0,0,0,1,0,0
ASV_1279,0,0,2,4,7,4,3,1,0,0,0,0,0,1,3,2,6,0
ASV_1280,0,0,1,2,2,0,0,1,3,0,0,0,0,0,6,9,3,6
ASV_1281,0,0,0,0,0,0,0,1,0,12,5,9,5,0,0,0,0,1
ASV_1282,0,0,1,0,0,0,0,0,0,6,11,3,12,0,0,0,0,0
ASV_1283,0,0,0,1,0,0,0,0,0,0,0,0,0,12,7,5,3,5
ASV_1284,0,0,0,0,0,0,0,0,0,5,13,11,3,1,0,0,0,0
ASV_1285,0,0,0,0,0,0,0,0,0,23,3,4,3,0,0,0,0,0
ASV_1286,0,0,0,0,0,0,0,0,0,4,21,5,3,0,0,0,0,0
ASV_1287,0,0,0,0,0,0,0,0,0,6,10,12,5,0,0,0,0,0
ASV_1288,0,0,0,0,0,0,0,0,0,2,8,8,15,0,0,0,0,0
ASV_1289,0,0,0,0,0,0,0,0,0,9,10,12,2,0,0,0,0,0
ASV_1290,0,0,0,0,0,0,0,0,0,1,31,0,1,0,0,0,0,0
ASV_1291,0,0,0,0,0,0,0,0,0,11,12,6,4,0,0,0,0,0
ASV_1292,0,0,0,0,0,0,0,0,0,10,7,11,5,0,0,0,0,0
ASV_1293,0,0,0,0,0,0,0,0,0,12,9,9,3,0,0,0,0,0
ASV_1294,0,0,0,0,0,0,0,0,0,7,13,7,6,0,0,0,0,0
ASV_1295,0,0,0,0,0,0,0,0,0,1,11,10,11,0,0,0,0,0
ASV_1296,0,0,0,0,0,0,0,0,0,5,9,8,11,0,0,0,0,0
ASV_1297,0,0,0,0,0,0,0,0,0,0,0,8,25,0,0,0,0,0
ASV_1298,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,2,14,5
ASV_1299,1,0,1,1,0,0,0,0,0,10,1,8,7,0,0,1,2,0
ASV_1300,4,1,3,8,2,1,6,2,1,0,0,0,0,0,2,2,0,0
ASV_1301,3,1,8,1,1,7,0,0,0,0,0,2,0,0,0,0,9,0
ASV_1302,2,0,5,4,2,6,3,0,0,0,0,0,0,0,4,1,2,3
ASV_1303,3,1,1,1,1,2,6,1,1,0,0,0,0,1,4,2,1,7
ASV_1304,1,3,1,0,0,0,0,15,12,0,0,0,0,0,0,0,0,0
ASV_1305,6,2,1,1,2,3,9,3,3,0,0,0,0,1,1,0,0,0
ASV_1306,1,1,5,2,4,0,5,0,0,0,0,0,0,2,2,4,4,2
ASV_1307,1,8,7,2,0,6,4,2,0,0,0,0,0,0,0,1,0,1
ASV_1308,1,2,1,5,3,5,4,2,0,0,0,0,0,1,1,3,1,3
