,Kingdom,Phylum,Class,Order,Family,Genus,,,,,
ASV_419,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Pseudahrensia,,,,,
ASV_509,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Pseudahrensia,,,,,
ASV_51,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Aquamicrobium,,,,,
ASV_518,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,NA,,,,,
ASV_564,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Cohaesibacter,,,,,
ASV_702,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methyloligellaceae,Methyloceanibacter,,,,,
ASV_711,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Hoeflea,,,,,
ASV_720,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methyloligellaceae,NA,,,,,
ASV_765,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,NA,,,,,
ASV_770,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiales_Incertae_Sedis,NA,,,,,
ASV_80,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methyloligellaceae,Methyloceanibacter,,,,,
ASV_843,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methyloligellaceae,Methyloceanibacter,,,,,
ASV_934,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methyloligellaceae,NA,,,,,
ASV_996,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Filomicrobium,,,,,
ASV_1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter,,,,,
ASV_103,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseobacter_clade_NAC11-7_lineage,,,,,
ASV_1050,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,,,,,
ASV_1068,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,,,,,
ASV_1081,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,,,,,
ASV_111,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter,,,,,
ASV_112,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,,,,,
ASV_115,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sedimentitalea,,,,,
ASV_1173,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,,,,,
ASV_1175,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudorhodobacter,,,,,
ASV_1194,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Plastorhodobacter,,,,,
ASV_1251,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,,,,,
ASV_1293,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudorhodobacter,,,,,
ASV_1295,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,,,,,
ASV_135,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter,,,,,
ASV_1359,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,,,,,
ASV_1375,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,,,,,
ASV_1407,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,,,,,
ASV_1451,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rubellimicrobium,,,,,
ASV_1473,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,,,,,
ASV_1474,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseobacter_clade_NAC11-7_lineage,,,,,
ASV_1516,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Amylibacter,,,,,
ASV_1529,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,,,,,
ASV_1535,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rubellimicrobium,,,,,
ASV_160,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter,,,,,
ASV_1616,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Tabrizicola,,,,,
ASV_1661,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter,,,,,
ASV_1669,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Seohaeicola,,,,,
ASV_170,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseobacter_clade_NAC11-7_lineage,,,,,
ASV_173,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,,,,,
ASV_1741,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,,,,,
ASV_1753,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,,,,,
ASV_1781,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseobacter_clade_NAC11-7_lineage,,,,,
ASV_1810,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Flavimaricola,,,,,
ASV_1823,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,,,,,
ASV_188,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Tabrizicola,,,,,
ASV_1899,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,,,,,
ASV_1973,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudorhodobacter,,,,,
ASV_2131,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Oceanibulbus,,,,,
ASV_2168,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Amaricoccus,,,,,
ASV_2175,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,,,,,
ASV_222,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Tabrizicola,,,,,
ASV_2362,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,,,,,
ASV_237,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,,,,,
ASV_241,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,,,,,
ASV_243,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Yoonia-Loktanella,,,,,
ASV_2584,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,,,,,
ASV_3122,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,,,,,
ASV_3145,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,,,,,
ASV_371,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseobacter_clade_NAC11-7_lineage,,,,,
ASV_389,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Limibaculum,,,,,
ASV_410,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter,,,,,
ASV_445,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Yoonia-Loktanella,,,,,
ASV_49,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,,,,,
ASV_539,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter,,,,,
ASV_593,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sedimentitalea,,,,,
ASV_638,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,,,,,
ASV_643,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Limibaculum,,,,,
ASV_66,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseobacter,,,,,
ASV_675,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,,,,,
ASV_680,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Pseudophaeobacter,,,,,
ASV_71,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,,,,,
ASV_767,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,,,,,
ASV_78,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,,,,,
ASV_811,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Halocynthiibacter,,,,,
ASV_84,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter,,,,,
ASV_861,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,,,,,
ASV_896,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Limibaculum,,,,,
ASV_897,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Tateyamaria,,,,,
ASV_900,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,,,,,
ASV_905,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Oceanicella,,,,,
ASV_909,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,,,,,
ASV_951,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,,,,,
ASV_975,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,,,,,
ASV_989,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,,,,,
ASV_2265,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospiraceae,NA,,,,,
ASV_2276,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospiraceae,NA,,,,,
ASV_2336,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospiraceae,NA,,,,,
ASV_2552,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospiraceae,NA,,,,,
ASV_2724,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,NA,,,,,
ASV_2740,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospiraceae,NA,,,,,
ASV_2756,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospiraceae,Magnetospira,,,,,
ASV_2970,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Terasakiellaceae,NA,,,,,
ASV_1232,Bacteria,Bacteroidota,Rhodothermia,Rhodothermales,Rhodothermaceae,NA,,,,,
ASV_1294,Bacteria,Bacteroidota,Rhodothermia,Rhodothermales,Rhodothermaceae,Rubrivirga,,,,,
ASV_1346,Bacteria,Bacteroidota,Rhodothermia,Rhodothermales,Rhodothermaceae,NA,,,,,
ASV_1673,Bacteria,Bacteroidota,Rhodothermia,Rhodothermales,Rhodothermaceae,NA,,,,,
ASV_1891,Bacteria,Bacteroidota,Rhodothermia,Rhodothermales,Rhodothermaceae,NA,,,,,
ASV_1925,Bacteria,Bacteroidota,Rhodothermia,Rhodothermales,Rhodothermaceae,NA,,,,,
ASV_2389,Bacteria,Bacteroidota,Rhodothermia,Rhodothermales,Rhodothermaceae,NA,,,,,
ASV_2633,Bacteria,Bacteroidota,Rhodothermia,Rhodothermales,Rhodothermaceae,NA,,,,,
ASV_2653,Bacteria,Bacteroidota,Rhodothermia,Rhodothermales,Rhodothermaceae,NA,,,,,
ASV_2701,Bacteria,Bacteroidota,Rhodothermia,Rhodothermales,Rhodothermaceae,NA,,,,,
ASV_301,Bacteria,Bacteroidota,Rhodothermia,Rhodothermales,Rhodothermaceae,NA,,,,,
ASV_310,Bacteria,Bacteroidota,Rhodothermia,Rhodothermales,Rhodothermaceae,NA,,,,,
ASV_887,Bacteria,Bacteroidota,Rhodothermia,Rhodothermales,Rhodothermaceae,Rubrivirga,,,,,
ASV_973,Bacteria,Bacteroidota,Rhodothermia,Rhodothermales,Rhodothermaceae,NA,,,,,
ASV_1367,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Candidatus_Megaira,,,,,
ASV_1676,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,NA,,,,,
ASV_2182,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Fokiniaceae,MD3-55,,,,,
ASV_2608,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,NA,,,,,
ASV_2667,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,AB1,NA,,,,,
ASV_3052,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,SM2D12,NA,,,,,
ASV_3289,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,NA,,,,,
ASV_1201,Bacteria,Actinobacteriota,Rubrobacteria,Rubrobacterales,Rubrobacteriaceae,Rubrobacter,,,,,
ASV_1915,Bacteria,Actinobacteriota,Rubrobacteria,Rubrobacterales,Rubrobacteriaceae,Rubrobacter,,,,,
ASV_2827,Bacteria,Actinobacteriota,Rubrobacteria,Rubrobacterales,Rubrobacteriaceae,Rubrobacter,,,,,
ASV_2959,Bacteria,Chloroflexi,Dehalococcoidia,S085,NA,NA,,,,,
ASV_1008,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA,,,,,
ASV_2061,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA,,,,,
ASV_2216,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA,,,,,
ASV_2289,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA,,,,,
ASV_2690,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA,,,,,
ASV_2890,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA,,,,,
ASV_3000,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,NA,NA,,,,,
ASV_3031,Bacteria,Proteobacteria,Gammaproteobacteria,Salinisphaerales,Solimonadaceae,NA,,,,,
ASV_3048,Bacteria,Verrucomicrobiota,Verrucomicrobiae,S-BQ2-57_soil_group,NA,NA,,,,,
ASV_1412,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,NA,,,,,
ASV_1420,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,NA,,,,,
ASV_1500,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,NA,,,,,
ASV_2535,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,OLB13,,,,,
ASV_2729,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,NA,,,,,
ASV_2923,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,NA,,,,,
ASV_3035,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,NA,,,,,
ASV_3046,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,NA,,,,,
ASV_3144,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,OLB13,,,,,
ASV_3146,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,NA,,,,,
ASV_3157,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,NA,,,,,
ASV_3267,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,NA,,,,,
ASV_3278,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,NA,,,,,
ASV_805,Bacteria,Chloroflexi,Anaerolineae,SBR1031,A4b,NA,,,,,
ASV_2201,Bacteria,Bdellovibrionota,Oligoflexia,Silvanigrellales,Silvanigrellaceae,Silvanigrella,,,,,
ASV_2460,Bacteria,Bdellovibrionota,Oligoflexia,Silvanigrellales,Silvanigrellaceae,NA,,,,,
ASV_2894,Bacteria,Bdellovibrionota,Oligoflexia,Silvanigrellales,Silvanigrellaceae,NA,,,,,
ASV_2924,Bacteria,Bdellovibrionota,Oligoflexia,Silvanigrellales,Silvanigrellaceae,Candidatus_Turbabacter,,,,,
ASV_2928,Bacteria,Bdellovibrionota,Oligoflexia,Silvanigrellales,Silvanigrellaceae,Silvanigrella,,,,,
ASV_1562,Bacteria,Chloroflexi,Anaerolineae,SJA-15,NA,NA,,,,,
ASV_2834,Bacteria,Chloroflexi,Anaerolineae,SJA-15,NA,NA,,,,,
ASV_201,Bacteria,Proteobacteria,Alphaproteobacteria,Sneathiellales,Sneathiellaceae,Sneathiella,,,,,
ASV_1149,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Solirubrobacter,,,,,
ASV_1322,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,NA,,,,,
ASV_1376,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,NA,,,,,
ASV_1497,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,NA,,,,,
ASV_1537,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,NA,,,,,
ASV_1582,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Conexibacter,,,,,
ASV_1612,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Conexibacter,,,,,
ASV_1799,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,NA,,,,,
ASV_1969,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,NA,,,,,
ASV_2443,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,NA,,,,,
ASV_2527,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,NA,,,,,
ASV_2530,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,NA,,,,,
ASV_351,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,NA,,,,,
ASV_573,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,NA,,,,,
ASV_957,Bacteria,Actinobacteriota,Thermoleophilia,Solirubrobacterales,67-14,NA,,,,,
ASV_1093,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Lentimicrobiaceae,NA,,,,,
ASV_1095,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,env.OPS_17,NA,,,,,
ASV_1334,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,env.OPS_17,NA,,,,,
ASV_1447,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,,,,,
ASV_1457,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,NA,NA,,,,,
ASV_1564,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,KD3-93,NA,,,,,
ASV_1576,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,,,,,
ASV_1650,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,AKYH767,NA,,,,,
ASV_1663,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,,,,,
ASV_1756,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,AKYH767,NA,,,,,
ASV_1759,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,AKYH767,NA,,,,,
ASV_1988,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,NA,NA,,,,,
ASV_2152,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,env.OPS_17,NA,,,,,
ASV_2169,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,env.OPS_17,NA,,,,,
ASV_2217,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,NA,NA,,,,,
ASV_2231,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,AKYH767,NA,,,,,
ASV_2301,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,NA,NA,,,,,
ASV_2307,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,,,,,
ASV_2433,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,,,,,
ASV_2447,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,,,,,
ASV_2448,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,env.OPS_17,NA,,,,,
ASV_2449,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,,,,,
ASV_2522,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,KD3-93,NA,,,,,
ASV_2593,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Lentimicrobiaceae,Lentimicrobium,,,,,
ASV_2606,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,NS11-12_marine_group,NA,,,,,
ASV_2704,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,NS11-12_marine_group,NA,,,,,
ASV_2723,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,NS11-12_marine_group,NA,,,,,
ASV_2736,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,AKYH767,NA,,,,,
ASV_2805,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,,,,,
ASV_2809,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,,,,,
ASV_2825,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,NS11-12_marine_group,NA,,,,,
ASV_2872,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,NA,NA,,,,,
ASV_2915,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,env.OPS_17,NA,,,,,
ASV_572,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,AKYH767,NA,,,,,
ASV_576,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Lentimicrobiaceae,NA,,,,,
ASV_600,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Lentimicrobiaceae,NA,,,,,
ASV_677,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,,,,,
ASV_757,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Lentimicrobiaceae,NA,,,,,
ASV_788,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,,,,,
ASV_856,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,,,,,
ASV_91,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,,,,,
ASV_978,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,env.OPS_17,NA,,,,,
ASV_1030,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,,,,,
ASV_1037,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NA,,,,,
ASV_1059,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Qipengyuania,,,,,
ASV_1127,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingorhabdus,,,,,
ASV_116,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,,,,,
ASV_1172,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingorhabdus,,,,,
ASV_1178,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingorhabdus,,,,,
ASV_1186,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingorhabdus,,,,,
ASV_121,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingorhabdus,,,,,
ASV_122,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,,,,,
ASV_1282,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,,,,,
ASV_1290,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingorhabdus,,,,,
ASV_1296,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,,,,,
ASV_1332,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Polymorphobacter,,,,,
ASV_1347,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Rhizorhapis,,,,,
ASV_1530,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,,,,,
ASV_1660,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Ellin6055,,,,,
ASV_1666,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,,,,,
ASV_1926,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,,,,,
ASV_208,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Parasphingopyxis,,,,,
ASV_2094,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,,,,,
ASV_2174,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Erythrobacter,,,,,
ASV_2310,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Rhizorhapis,,,,,
ASV_2381,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Polymorphobacter,,,,,
